    0.0049999999       15.866845       3173.3690
     0.015000000       45.077435       3005.1624
     0.024999999       71.168607       2846.7443
     0.034999999       94.416970       2697.6278
     0.044999999       115.08042       2557.3426
     0.054999999       133.39896       2425.4356
     0.064999999       149.59554       2301.4700
     0.074999998       163.87687       2185.0250
     0.084999998       176.43414       2075.6958
     0.094999998       187.44386       1973.0933
      0.10500000       197.06855       1876.8434
      0.11500000       205.45750       1786.5870
      0.12500000       212.74745       1701.9797
      0.13500000       219.06331       1622.6913
      0.14500000       224.51881       1548.4057
      0.15500000       229.21717       1478.8205
      0.16500000       233.25170       1413.6467
      0.17500000       236.70646       1352.6084
      0.18500000       239.65686       1295.4425
      0.19500000       242.17018       1241.8984
      0.20500000       244.30620       1191.7376
      0.21500000       246.11770       1144.7335
      0.22499999       247.65101       1100.6712
      0.23499999       248.94650       1059.3468
      0.24499999       250.03907       1020.5677
      0.25499999       250.95865       984.15157
      0.26499999       251.73058       949.92674
      0.27499999       252.37613       917.73139
      0.28499999       252.91284       887.41350
      0.29499999       253.35498       858.83046
      0.30499999       253.71387       831.84878
      0.31499999       253.99829       806.34378
      0.32499999       254.21476       782.19929
      0.33499999       254.36795       759.30733
      0.34499999       254.46089       737.56783
      0.35499999       254.49534       716.88829
      0.36499999       254.47197       697.18350
      0.37499999       254.39071       678.37523
      0.38499999       254.25088       660.39191
      0.39499999       254.05149       643.16834
      0.40499999       253.79137       626.64537
      0.41499999       253.46939       610.76962
      0.42499999       253.08457       595.49312
      0.43499999       252.63628       580.77306
      0.44499999       252.12430       566.57147
      0.45499999       251.54897       552.85490
      0.46499999       250.91125       539.59410
      0.47499999       250.21278       526.76377
      0.48499999       249.45595       514.34219
      0.49499999       248.64391       502.31095
      0.50499999       247.78059       490.65464
      0.51499999       246.87067       479.36053
      0.52499999       245.91960       468.41829
      0.53499999       244.93351       457.81966
      0.54499999       243.91918       447.55814
      0.55499999       242.88392       437.62870
      0.56499999       241.83552       428.02748
      0.57499999       240.78209       418.75146
      0.58499999       239.73193       409.79818
      0.59499999       238.69342       401.16541
      0.60499999       237.67477       392.85086
      0.61499999       236.68389       384.85187
      0.62499999       235.72817       377.16508
      0.63499999       234.81422       369.78618
      0.64499999       233.94766       362.70955
      0.65499999       233.13283       355.92799
      0.66499999       232.37252       349.43236
      0.67499998       231.66767       343.21137
      0.68499998       231.01704       337.25116
      0.69499998       230.41688       331.53508
      0.70499998       229.86056       326.04335
      0.71499998       229.33821       320.75275
      0.72499998       228.89622       315.71893
      0.73499998       228.41080       310.76299
      0.74499998       227.93759       305.95651
      0.75499998       227.47629       301.29310
      0.76499998       227.02657       296.76676
      0.77499998       226.58811       292.37176
      0.78499998       226.16061       288.10270
      0.79499998       225.74378       283.95444
      0.80499998       225.33730       279.92211
      0.81499998       224.94088       276.00109
      0.82499998       224.55424       272.18697
      0.83499998       224.17710       268.47557
      0.84499998       223.80917       264.86293
      0.85499998       223.45018       261.34525
      0.86499998       223.09987       257.91893
      0.87499998       222.75796       254.58053
      0.88499998       222.42420       251.32679
      0.89499998       222.09834       248.15457
      0.90499998       221.78011       245.06091
      0.91499998       221.46929       242.04295
      0.92499998       221.16563       239.09798
      0.93499998       220.86888       236.22341
      0.94499998       220.57882       233.41675
      0.95499998       220.29522       230.67563
      0.96499998       220.01786       227.99779
      0.97499998       219.74652       225.38105
      0.98499998       219.48099       222.82334
      0.99499998       219.22104       220.32266
       1.0050000       218.96649       217.87711
       1.0150000       218.71712       215.48485
       1.0250000       218.47274       213.14415
       1.0350000       218.23316       210.85330
       1.0450000       217.99819       208.61071
       1.0550000       217.76764       206.41483
       1.0650000       217.54133       204.26417
       1.0750000       217.31909       202.15730
